Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
694,Dell,Gaming,15.6,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,AMD Radeon 780M,Linux,2.43kg,197576.97
695,Razer,Netbook,13.3,1920x1080,Intel Core i5 1240P 3.3GHz,64GB,512GB SSD,NVIDIA RTX 4060,Windows 10,1.19kg,238548.68
696,HP,Gaming,15.6,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,2TB SSD,Integrated AMD Radeon,Windows 10,2.34kg,57080.77
697,Samsung,2 in 1 Convertible,16.0,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,AMD Radeon 780M,Linux,1.98kg,237438.41
698,Asus,Netbook,15.6,2560x1600,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,NVIDIA RTX 4060,Windows 11,1.02kg,42674.84
699,Asus,2 in 1 Convertible,15.6,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,1.91kg,92948.16
700,MSI,Notebook,17.3,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,Intel Iris Xe,No OS,1.97kg,130193.41
701,Razer,Notebook,15.6,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,NVIDIA RTX 4060,macOS,1.06kg,139632.58
702,Dell,Gaming,17.3,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,Apple M3 GPU,Linux,2.05kg,35818.32
703,Acer,2 in 1 Convertible,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,AMD Radeon 780M,Windows 10,2.28kg,63339.74
704,Asus,Ultrabook,16.0,1920x1080,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,Intel Iris Xe,No OS,1.25kg,113776.14
705,Asus,Ultrabook,17.3,1920x1080,Apple M2,64GB,256GB SSD,Apple M3 GPU,No OS,1.83kg,170451.93
706,Lenovo,Netbook,13.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,32GB,512GB SSD,NVIDIA RTX 4070,macOS,1.65kg,34940.78
707,Apple,Netbook,16.0,2560x1600,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,NVIDIA RTX 4050,Windows 11,2.07kg,72512.53
708,Dell,Ultrabook,13.3,3840x2160,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4070,Windows 11,2.14kg,171013.84
709,Asus,Notebook,15.6,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4060,Linux,1.0kg,126347.42
710,Apple,Ultrabook,17.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,NVIDIA RTX 4070,macOS,1.67kg,235392.19
711,Acer,Workstation,16.0,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,NVIDIA RTX 4070,macOS,1.68kg,107343.27
712,Dell,Ultrabook,15.6,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,Apple M3 GPU,Linux,1.02kg,159878.1
713,Microsoft,Ultrabook,15.6,1920x1080,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Intel Iris Xe,Windows 10,1.35kg,112978.34
714,Razer,Gaming,15.6,2880x1800,Apple M3 Pro,8GB,256GB SSD,Apple M3 GPU,Windows 11,2.49kg,175053.74
715,HP,Workstation,17.3,Retina 2560x1600,Apple M2,32GB,2TB SSD,AMD Radeon 780M,Linux,1.59kg,133640.91
716,Dell,Netbook,13.3,1920x1200,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,NVIDIA RTX 4060,Windows 11,1.12kg,137654.81
717,HP,Netbook,15.6,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,Intel Iris Xe,macOS,1.6kg,151641.03
718,HP,Workstation,16.0,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,1TB SSD,Intel Iris Xe,Windows 10,1.17kg,44007.36
719,Lenovo,Ultrabook,13.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,Apple M3 GPU,Windows 10,1.2kg,108680.35
720,HP,Ultrabook,16.0,1920x1080,Apple M2,8GB,2TB SSD,Apple M3 GPU,Linux,1.16kg,178234.73
721,Microsoft,Netbook,13.3,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,32GB,512GB SSD,NVIDIA RTX 4060,Windows 10,1.29kg,177744.64
722,Acer,Workstation,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,16GB,2TB SSD,NVIDIA RTX 4060,macOS,1.4kg,146529.78
723,MSI,2 in 1 Convertible,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,8GB,256GB SSD,Integrated AMD Radeon,Linux,2.43kg,166936.53
724,Apple,2 in 1 Convertible,16.0,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,AMD Radeon 780M,No OS,1.18kg,144234.81
725,Lenovo,Notebook,13.3,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,NVIDIA RTX 4050,No OS,1.69kg,83137.24
726,Razer,Workstation,16.0,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,NVIDIA RTX 4070,Windows 10,2.41kg,202404.75
727,Microsoft,Workstation,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,NVIDIA RTX 4050,No OS,2.3kg,30985.25
728,Dell,Ultrabook,17.3,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,Integrated AMD Radeon,macOS,1.36kg,113230.55
729,Acer,Gaming,13.3,2560x1600,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,Apple M3 GPU,Windows 10,2.18kg,245352.65
730,Dell,Gaming,15.6,IPS Panel 1920x1080,Apple M2,32GB,1TB SSD,NVIDIA RTX 4050,Linux,1.12kg,184961.83
731,Dell,Workstation,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,Intel Iris Xe,Windows 11,2.39kg,236561.16
732,Microsoft,2 in 1 Convertible,17.3,1920x1080,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,NVIDIA RTX 4070,Windows 10,1.72kg,100914.94
733,Dell,Gaming,16.0,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,512GB SSD,NVIDIA RTX 4070,Windows 11,1.3kg,169322.56
734,Asus,Workstation,17.3,2560x1600,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,AMD Radeon 780M,Windows 10,1.16kg,160421.47
735,HP,2 in 1 Convertible,17.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,NVIDIA RTX 4070,No OS,1.71kg,68486.24
736,Razer,Ultrabook,17.3,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,64GB,2TB SSD,NVIDIA RTX 4050,No OS,1.78kg,235832.94
737,Asus,Gaming,14.0,1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,Apple M3 GPU,Linux,1.63kg,190817.76
738,Razer,Ultrabook,14.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,NVIDIA RTX 4060,Linux,1.1kg,230245.33
739,Lenovo,Netbook,14.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,NVIDIA RTX 4070,No OS,1.22kg,51041.43
740,MSI,Netbook,15.6,1920x1200,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,Integrated AMD Radeon,macOS,2.2kg,204207.22
741,Acer,Netbook,17.3,2560x1600,Intel Core i9 13900H 5.4GHz,32GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.87kg,90277.96
742,Asus,Gaming,15.6,IPS Panel 1920x1080,Apple M3 Pro,8GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.07kg,116364.81
743,HP,Notebook,13.3,3840x2160,Apple M3 Pro,64GB,2TB SSD,Integrated AMD Radeon,No OS,1.27kg,163021.21
744,MSI,Notebook,14.0,1920x1200,Apple M3 Pro,64GB,512GB SSD,AMD Radeon 780M,macOS,1.2kg,87588.63
745,Samsung,Ultrabook,17.3,Retina 2560x1600,Apple M2,32GB,1TB SSD,NVIDIA RTX 4070,Linux,1.03kg,164090.07
746,MSI,2 in 1 Convertible,14.0,IPS Panel 1920x1080,Apple M2,32GB,2TB SSD,Intel Iris Xe,Windows 11,1.55kg,130738.3
747,Razer,Gaming,13.3,1920x1080,Apple M3 Pro,32GB,256GB SSD,Integrated AMD Radeon,macOS,1.45kg,192996.73
748,Dell,Netbook,13.3,2560x1600,Apple M2,64GB,2TB SSD,Integrated AMD Radeon,No OS,1.97kg,101755.11
749,Acer,2 in 1 Convertible,15.6,IPS Panel 1920x1080,Apple M3 Pro,8GB,256GB SSD,NVIDIA RTX 4070,macOS,2.02kg,171772.35
750,HP,2 in 1 Convertible,16.0,2560x1600,Apple M2,64GB,2TB SSD,NVIDIA RTX 4050,Windows 11,1.87kg,227684.86
751,Acer,2 in 1 Convertible,15.6,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,1.39kg,78252.51
752,Samsung,Ultrabook,17.3,OLED 2880x1800,Apple M3 Pro,32GB,2TB SSD,Intel Iris Xe,No OS,2.05kg,206178.63
753,Razer,Netbook,14.0,2880x1800,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,Apple M3 GPU,Windows 11,1.26kg,131656.57
754,Microsoft,Notebook,15.6,1920x1200,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,Integrated AMD Radeon,macOS,1.29kg,118840.08
755,Lenovo,2 in 1 Convertible,15.6,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,Integrated AMD Radeon,No OS,2.1kg,141447.99
756,Lenovo,Ultrabook,15.6,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,NVIDIA RTX 4050,No OS,2.42kg,40682.01
757,Microsoft,2 in 1 Convertible,15.6,3840x2160,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,NVIDIA RTX 4060,Linux,1.06kg,239309.89
758,Apple,Ultrabook,14.0,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,Intel Iris Xe,macOS,1.47kg,241548.65
759,Apple,Netbook,13.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,2TB SSD,NVIDIA RTX 4050,No OS,1.16kg,122544.52
760,Asus,Workstation,14.0,1920x1080,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,Apple M3 GPU,macOS,2.26kg,42287.19
761,Samsung,Workstation,17.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,Intel Iris Xe,macOS,1.34kg,221446.87
762,Acer,Ultrabook,17.3,2560x1600,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,NVIDIA RTX 4060,No OS,1.97kg,154702.26
763,Dell,2 in 1 Convertible,15.6,3840x2160,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,AMD Radeon 780M,Linux,2.01kg,61327.05
764,Apple,Workstation,17.3,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,Apple M3 GPU,Linux,2.33kg,113969.73
765,Razer,Workstation,17.3,3840x2160,Intel Core i7 1360P 3.7GHz,16GB,256GB SSD,NVIDIA RTX 4060,No OS,1.41kg,131024.96
766,Razer,2 in 1 Convertible,13.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,Integrated AMD Radeon,Linux,1.24kg,148942.13
767,Dell,Ultrabook,15.6,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,NVIDIA RTX 4050,macOS,2.02kg,190638.25
768,Asus,Workstation,15.6,1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.98kg,42779.8
769,Asus,Ultrabook,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.09kg,207327.81
770,Dell,2 in 1 Convertible,13.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,NVIDIA RTX 4050,Linux,1.16kg,232317.22
771,Lenovo,Gaming,16.0,1920x1200,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Apple M3 GPU,Windows 11,2.18kg,208264.32
772,Samsung,Gaming,16.0,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,32GB,2TB SSD,Intel Iris Xe,Windows 10,1.86kg,174336.22
773,Asus,Ultrabook,16.0,2880x1800,Intel Core i7 1360P 3.7GHz,8GB,1TB SSD,Intel Iris Xe,Windows 11,1.37kg,155724.36
774,Lenovo,Gaming,13.3,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,NVIDIA RTX 4050,Linux,2.14kg,214183.17
775,HP,Gaming,15.6,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,2TB SSD,AMD Radeon 780M,Windows 11,2.19kg,146369.5
776,Razer,Netbook,16.0,2560x1600,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,2.43kg,30996.39
777,Acer,Notebook,16.0,1920x1200,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4050,No OS,1.59kg,105368.91
778,HP,2 in 1 Convertible,15.6,Retina 2560x1600,Apple M3 Pro,8GB,512GB SSD,Apple M3 GPU,No OS,2.39kg,72660.31
779,MSI,2 in 1 Convertible,16.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,AMD Radeon 780M,macOS,1.56kg,184392.05
780,Razer,Netbook,17.3,OLED 2880x1800,Apple M2,32GB,1TB SSD,NVIDIA RTX 4050,No OS,1.86kg,53472.04
781,Dell,Workstation,14.0,1920x1200,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,NVIDIA RTX 4070,Windows 11,2.45kg,122773.75
782,Microsoft,Notebook,14.0,Retina 2560x1600,Apple M3 Pro,16GB,2TB SSD,AMD Radeon 780M,Linux,1.74kg,57130.52
783,MSI,Workstation,13.3,Retina 2560x1600,Apple M2,64GB,512GB SSD,NVIDIA RTX 4050,Linux,1.55kg,123602.31
784,HP,Workstation,14.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,Intel Iris Xe,macOS,1.01kg,62687.77
785,MSI,Gaming,16.0,1920x1080,Apple M2,8GB,512GB SSD,NVIDIA RTX 4050,Windows 11,1.56kg,78378.42
786,Dell,Notebook,15.6,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,NVIDIA RTX 4050,Windows 11,2.47kg,43824.83
787,MSI,2 in 1 Convertible,14.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,NVIDIA RTX 4070,No OS,2.13kg,228206.62
788,Razer,2 in 1 Convertible,16.0,1920x1200,Apple M3 Pro,64GB,2TB SSD,NVIDIA RTX 4060,Windows 10,1.18kg,238536.26
789,Samsung,Netbook,15.6,2560x1600,Apple M3 Pro,64GB,1TB SSD,NVIDIA RTX 4050,Linux,1.19kg,161909.59
790,Lenovo,2 in 1 Convertible,17.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,Apple M3 GPU,macOS,1.76kg,36510.43
791,Dell,Ultrabook,17.3,1920x1200,Apple M2,16GB,512GB SSD,NVIDIA RTX 4060,macOS,1.82kg,185880.42
792,Dell,Notebook,17.3,2560x1600,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,Apple M3 GPU,macOS,1.65kg,133782.2
793,Apple,Netbook,17.3,Retina 2560x1600,Apple M3 Pro,32GB,2TB SSD,NVIDIA RTX 4060,Linux,2.48kg,30135.46
794,Lenovo,Workstation,14.0,2560x1600,Intel Core i9 13900H 5.4GHz,16GB,512GB SSD,NVIDIA RTX 4060,Linux,1.33kg,37299.05
795,Samsung,Netbook,13.3,3840x2160,Apple M2,16GB,2TB SSD,AMD Radeon 780M,Linux,1.3kg,133424.93
796,Dell,Gaming,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,Integrated AMD Radeon,macOS,1.03kg,177907.27
797,Dell,Workstation,14.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Intel Iris Xe,Windows 10,2.33kg,157271.24
798,MSI,Gaming,13.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,Intel Iris Xe,Windows 11,2.03kg,162723.23
799,MSI,Netbook,15.6,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.77kg,69079.42
800,MSI,Netbook,16.0,2880x1800,Apple M3 Pro,8GB,512GB SSD,Intel Iris Xe,No OS,2.33kg,127875.5
801,HP,Notebook,14.0,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,NVIDIA RTX 4060,Windows 11,1.96kg,45525.16
802,HP,2 in 1 Convertible,16.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.94kg,187681.09
803,Samsung,Workstation,16.0,IPS Panel 1920x1080,Apple M3 Pro,32GB,1TB SSD,Intel Iris Xe,Linux,1.52kg,174253.64
804,Razer,Workstation,17.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4060,macOS,1.73kg,158154.47
805,Acer,Netbook,16.0,2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,512GB SSD,Apple M3 GPU,No OS,1.04kg,233171.21
806,Acer,Notebook,13.3,OLED 2880x1800,Apple M3 Pro,16GB,1TB SSD,NVIDIA RTX 4060,Linux,2.33kg,164133.04
807,Samsung,Workstation,15.6,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,Apple M3 GPU,Windows 11,1.45kg,193394.86
808,Lenovo,Workstation,16.0,2880x1800,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,Integrated AMD Radeon,Windows 11,2.2kg,162833.34
809,Razer,Workstation,17.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,8GB,512GB SSD,NVIDIA RTX 4070,macOS,2.22kg,127562.2
810,Microsoft,Netbook,16.0,3840x2160,Apple M2,32GB,1TB SSD,Integrated AMD Radeon,Windows 11,2.17kg,234669.93
811,Apple,2 in 1 Convertible,15.6,2560x1600,Apple M3 Pro,64GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.07kg,87912.22
812,Razer,Ultrabook,16.0,IPS Panel 1920x1080,Apple M3 Pro,16GB,2TB SSD,Intel Iris Xe,macOS,1.5kg,210095.04
813,Apple,2 in 1 Convertible,13.3,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,Apple M3 GPU,Windows 11,1.67kg,167687.47
814,Microsoft,2 in 1 Convertible,16.0,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,Integrated AMD Radeon,Windows 10,1.43kg,87017.42
815,Acer,Workstation,15.6,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,AMD Radeon 780M,macOS,1.07kg,124088.61
816,Apple,Workstation,16.0,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Apple M3 GPU,Linux,1.66kg,157850.32
817,Lenovo,Gaming,16.0,IPS Panel 1920x1080,Apple M3 Pro,8GB,2TB SSD,Integrated AMD Radeon,macOS,1.58kg,93112.47
818,MSI,Gaming,13.3,2880x1800,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Apple M3 GPU,Linux,1.62kg,191077.26
819,Microsoft,Gaming,16.0,1920x1200,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4050,Windows 10,1.95kg,203863.02
820,Asus,Ultrabook,16.0,2880x1800,Apple M2,64GB,512GB SSD,NVIDIA RTX 4060,macOS,2.07kg,58727.34
821,MSI,2 in 1 Convertible,13.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,256GB SSD,Apple M3 GPU,Linux,2.09kg,41188.17
822,Dell,Gaming,17.3,IPS Panel 1920x1080,Apple M3 Pro,8GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.76kg,176402.11
823,Dell,Notebook,16.0,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,AMD Radeon 780M,macOS,1.28kg,135438.69
824,Microsoft,Netbook,13.3,3840x2160,Intel Core i5 1240P 3.3GHz,16GB,512GB SSD,Apple M3 GPU,No OS,2.08kg,161808.47
825,Dell,Ultrabook,13.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,32GB,2TB SSD,NVIDIA RTX 4060,Windows 10,2.3kg,168948.49
826,Dell,Ultrabook,16.0,1920x1080,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4050,macOS,2.25kg,170048.13
827,Dell,Notebook,16.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,NVIDIA RTX 4060,Windows 11,1.87kg,193035.44
828,Microsoft,2 in 1 Convertible,14.0,1920x1080,Intel Core i7 1360P 3.7GHz,32GB,2TB SSD,NVIDIA RTX 4060,Windows 11,2.14kg,218229.12
829,Dell,Gaming,17.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,AMD Radeon 780M,Windows 10,1.01kg,79726.72
830,Microsoft,Gaming,17.3,OLED 2880x1800,Apple M3 Pro,16GB,512GB SSD,Intel Iris Xe,Windows 11,2.19kg,245086.9
831,Samsung,2 in 1 Convertible,16.0,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,Integrated AMD Radeon,No OS,1.88kg,42855.56
832,Lenovo,2 in 1 Convertible,13.3,1920x1200,Apple M2,16GB,1TB SSD,AMD Radeon 780M,Windows 10,2.43kg,176171.75
833,Razer,Netbook,13.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,NVIDIA RTX 4060,macOS,1.08kg,73787.47
834,Dell,Ultrabook,17.3,1920x1200,Apple M2,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,2.32kg,84933.13
835,Microsoft,2 in 1 Convertible,14.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.35kg,148065.45
836,Samsung,Ultrabook,14.0,1920x1080,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,AMD Radeon 780M,macOS,1.24kg,72021.98
837,Dell,Gaming,16.0,2560x1600,Apple M3 Pro,8GB,2TB SSD,Apple M3 GPU,Linux,2.21kg,228078.0
838,Asus,Notebook,16.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,Apple M3 GPU,Linux,1.17kg,179342.7
839,Dell,Ultrabook,13.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,NVIDIA RTX 4060,macOS,1.15kg,62948.98
840,Acer,Ultrabook,16.0,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,NVIDIA RTX 4070,Linux,1.99kg,146826.83
841,Microsoft,Gaming,16.0,2880x1800,Apple M3 Pro,8GB,512GB SSD,Integrated AMD Radeon,Linux,1.02kg,220262.52
842,Apple,Netbook,15.6,1920x1080,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4070,macOS,1.51kg,105923.97
843,Dell,Netbook,15.6,2560x1600,Apple M2,32GB,2TB SSD,Apple M3 GPU,macOS,1.37kg,74209.23
844,MSI,Notebook,17.3,2880x1800,Apple M3 Pro,64GB,2TB SSD,Integrated AMD Radeon,Windows 11,1.99kg,150910.43
845,Asus,Workstation,16.0,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,Apple M3 GPU,Linux,2.15kg,31057.74
846,Samsung,Gaming,14.0,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,AMD Radeon 780M,Windows 10,1.74kg,232546.25
847,Apple,Gaming,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,Integrated AMD Radeon,Windows 10,2.07kg,57166.87
848,Apple,Netbook,14.0,IPS Panel 1920x1080,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,Integrated AMD Radeon,Windows 11,2.25kg,247340.36
849,MSI,Notebook,16.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.54kg,184136.5
850,Samsung,2 in 1 Convertible,15.6,2880x1800,Apple M3 Pro,32GB,512GB SSD,NVIDIA RTX 4060,macOS,1.48kg,215306.69
851,MSI,Notebook,15.6,3840x2160,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4070,macOS,1.51kg,150226.64
852,Lenovo,Netbook,14.0,OLED 2880x1800,Apple M2,64GB,256GB SSD,NVIDIA RTX 4060,Linux,2.02kg,98178.45
853,HP,Netbook,17.3,1920x1080,Apple M3 Pro,64GB,256GB SSD,Intel Iris Xe,No OS,2.42kg,142047.4
854,Razer,Notebook,14.0,1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,NVIDIA RTX 4060,Windows 10,2.04kg,107355.23
855,Lenovo,Netbook,15.6,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,512GB SSD,NVIDIA RTX 4050,No OS,2.34kg,243324.57
856,MSI,Gaming,13.3,2880x1800,Intel Core i9 13900H 5.4GHz,16GB,2TB SSD,Integrated AMD Radeon,macOS,2.33kg,145920.47
857,Razer,Workstation,15.6,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,NVIDIA RTX 4050,Windows 10,2.14kg,117505.17
858,Dell,2 in 1 Convertible,15.6,1920x1200,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,Intel Iris Xe,Linux,2.44kg,154618.04
859,HP,Workstation,14.0,1920x1080,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,Integrated AMD Radeon,macOS,1.35kg,214533.57
860,Razer,2 in 1 Convertible,13.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,Integrated AMD Radeon,Windows 11,2.11kg,67208.94
861,Apple,Workstation,17.3,1920x1080,Apple M3 Pro,32GB,256GB SSD,NVIDIA RTX 4050,Windows 10,1.05kg,102362.65
862,Dell,Netbook,14.0,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,256GB SSD,Intel Iris Xe,No OS,1.64kg,110309.16
863,Lenovo,Netbook,13.3,1920x1200,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,NVIDIA RTX 4050,Windows 10,1.73kg,69745.32
864,Asus,Notebook,17.3,1920x1080,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,NVIDIA RTX 4060,Windows 11,1.07kg,244850.06
865,MSI,Netbook,16.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,16GB,512GB SSD,NVIDIA RTX 4050,Windows 11,2.21kg,52953.99
866,HP,2 in 1 Convertible,14.0,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,NVIDIA RTX 4050,macOS,2.05kg,62578.06
